Student_ID,Major_Category,Year_of_Study,Pre_Semester_GPA,Weekly_GenAI_Hours,Primary_Use_Case,Prompt_Engineering_Skill,Tool_Diversity,Paid_Subscription,Traditional_Study_Hours,Perceived_AI_Dependency,Institutional_Policy,Anxiety_Level_During_Exams,Post_Semester_GPA,Skill_Retention_Score,Burnout_Risk_Level,GPA_Change,GPA_Change_Category,Total_Study_Hours,AI_Study_Ratio,AI_Study_Ratio_Percent,AI_Hours_Group,AI_Usage_Intensity,Traditional_Study_Group,Study_Profile
139566,Medical,Junior,3.098,9.8,Summarizing_Reading,Intermediate,4,False,18.73,2,Strict_Ban,5,3.289,66.74,Medium,0.19100000000000028,Improved,28.53,0.3434980722046968,34.34980722046968,5-10h,Moderate,15-20h,Balanced
139567,Humanities,Graduate,3.137,0.97,Debugging/Troubleshooting,Intermediate,3,False,3.25,1,Actively_Encouraged,6,3.311,72.12,Low,0.17399999999999993,Improved,4.22,0.22985781990521328,22.98578199052133,0-2h,Very Low,0-5h,Mostly Traditional
139568,STEM,Graduate,3.535,2.48,Debugging/Troubleshooting,Advanced,3,True,12.17,4,Strict_Ban,5,4.0,100.0,High,0.46499999999999986,Improved,14.65,0.16928327645051194,16.928327645051194,2-5h,Low,10-15h,Mostly Traditional
139569,Medical,Freshman,2.533,1.33,Summarizing_Reading,Intermediate,4,False,10.87,5,Actively_Encouraged,5,2.654,78.97,Medium,0.121,Improved,12.2,0.10901639344262297,10.901639344262296,0-2h,Very Low,10-15h,Mostly Traditional
139570,STEM,Graduate,2.336,6.4,Direct_Answer_Generation,Advanced,3,True,19.81,3,Allowed_With_Citation,3,2.39,84.12,Low,0.05400000000000027,Improved,26.21,0.24418161007249142,24.418161007249143,5-10h,Moderate,15-20h,Mostly Traditional
139571,Business,Freshman,1.643,2.84,Copywriting/Drafting,Intermediate,1,False,17.68,2,Allowed_With_Citation,7,1.949,62.36,Low,0.30600000000000005,Improved,20.52,0.13840155945419103,13.840155945419102,2-5h,Low,15-20h,Mostly Traditional
139572,Business,Junior,3.676,3.91,Debugging/Troubleshooting,Advanced,3,False,1.52,2,Actively_Encouraged,6,3.98,100.0,Medium,0.3039999999999998,Improved,5.43,0.7200736648250461,72.00736648250461,2-5h,Low,0-5h,AI-Heavy
139573,Medical,Sophomore,3.165,7.49,Summarizing_Reading,Intermediate,2,True,3.03,6,Strict_Ban,10,2.901,81.1,High,-0.26400000000000023,Declined,10.52,0.7119771863117871,71.1977186311787,5-10h,Moderate,0-5h,AI-Heavy
139574,Arts,Sophomore,2.597,2.47,Summarizing_Reading,Intermediate,2,False,1.95,1,Allowed_With_Citation,2,2.543,95.73,Medium,-0.053999999999999826,Declined,4.42,0.5588235294117647,55.88235294117647,2-5h,Low,0-5h,AI-Heavy
139575,Business,Junior,3.271,4.65,Ideation,Beginner,2,False,14.73,1,Actively_Encouraged,2,3.432,94.28,Low,0.16100000000000003,Improved,19.380000000000003,0.23993808049535603,23.993808049535602,2-5h,Low,10-15h,Mostly Traditional
139576,Humanities,Junior,2.896,11.87,Ideation,Advanced,3,False,12.57,2,Allowed_With_Citation,3,3.186,93.15,High,0.29000000000000004,Improved,24.439999999999998,0.4856792144026187,48.56792144026187,10-15h,Moderate,10-15h,Balanced
139577,Humanities,Freshman,2.756,0.42,Ideation,Beginner,2,False,17.18,1,Actively_Encouraged,5,3.048,66.42,Medium,0.29200000000000026,Improved,17.6,0.02386363636363636,2.3863636363636362,0-2h,Very Low,15-20h,Mostly Traditional
139578,Medical,Graduate,2.889,10.55,Summarizing_Reading,Beginner,3,True,11.84,4,Allowed_With_Citation,4,3.067,68.53,Medium,0.17800000000000038,Improved,22.39,0.47119249665029034,47.11924966502903,10-15h,Moderate,10-15h,Balanced
139579,STEM,Freshman,3.884,18.97,Copywriting/Drafting,Intermediate,3,True,7.6,6,Actively_Encouraged,7,4.0,78.26,High,0.1160000000000001,Improved,26.57,0.713963116296575,71.3963116296575,15h+,Very High,5-10h,AI-Heavy
139580,Arts,Sophomore,3.363,3.44,Copywriting/Drafting,Intermediate,4,False,16.56,2,Allowed_With_Citation,4,3.629,61.31,Low,0.266,Improved,20.0,0.172,17.2,2-5h,Low,15-20h,Mostly Traditional
139581,STEM,Senior,3.598,27.22,Debugging/Troubleshooting,Advanced,4,True,11.75,6,Strict_Ban,8,4.0,90.75,High,0.40200000000000014,Improved,38.97,0.6984860148832435,69.84860148832435,15h+,Very High,10-15h,AI-Heavy
139582,STEM,Graduate,2.32,14.94,Debugging/Troubleshooting,Intermediate,4,True,13.53,3,Strict_Ban,8,2.671,66.49,Medium,0.351,Improved,28.47,0.5247629083245522,52.47629083245522,10-15h,Moderate,10-15h,AI-Heavy
139583,STEM,Senior,2.538,6.77,Debugging/Troubleshooting,Advanced,3,False,11.49,5,Allowed_With_Citation,4,3.022,97.91,Medium,0.484,Improved,18.259999999999998,0.37075575027382257,37.07557502738226,5-10h,Moderate,10-15h,Balanced
139584,STEM,Sophomore,2.722,6.46,Debugging/Troubleshooting,Intermediate,1,True,14.98,2,Allowed_With_Citation,3,3.139,72.17,Medium,0.4169999999999998,Improved,21.44,0.3013059701492537,30.13059701492537,5-10h,Moderate,10-15h,Balanced
139585,Medical,Senior,3.028,4.91,Summarizing_Reading,Intermediate,4,False,1.89,3,Strict_Ban,4,3.365,88.89,Low,0.3370000000000002,Improved,6.8,0.7220588235294118,72.20588235294117,2-5h,Low,0-5h,AI-Heavy
139586,Arts,Senior,3.849,4.35,Copywriting/Drafting,Intermediate,3,True,14.61,5,Allowed_With_Citation,4,4.0,93.11,Medium,0.1509999999999998,Improved,18.96,0.22943037974683542,22.94303797468354,2-5h,Low,10-15h,Mostly Traditional
139587,Business,Junior,3.695,3.14,Ideation,Advanced,4,True,19.5,4,Actively_Encouraged,5,4.0,70.72,Low,0.30500000000000016,Improved,22.64,0.13869257950530037,13.869257950530036,2-5h,Low,15-20h,Mostly Traditional
139588,Business,Senior,3.419,1.91,Summarizing_Reading,Intermediate,3,False,14.12,1,Actively_Encouraged,2,3.803,49.59,Low,0.3839999999999999,Improved,16.029999999999998,0.1191515907673113,11.915159076731129,0-2h,Very Low,10-15h,Mostly Traditional
139589,Business,Junior,3.213,8.41,Ideation,Beginner,3,False,8.71,6,Allowed_With_Citation,6,3.153,60.08,Low,-0.06000000000000005,Declined,17.12,0.4912383177570093,49.123831775700936,5-10h,Moderate,5-10h,Balanced
139590,Arts,Freshman,2.682,3.34,Direct_Answer_Generation,Intermediate,2,False,18.98,3,Allowed_With_Citation,2,2.99,59.86,Low,0.3080000000000003,Improved,22.32,0.1496415770609319,14.96415770609319,2-5h,Low,15-20h,Mostly Traditional
139591,Arts,Sophomore,3.527,1.14,Copywriting/Drafting,Intermediate,2,False,4.19,4,Actively_Encouraged,7,3.533,64.86,Low,0.005999999999999783,Stable,5.33,0.21388367729831143,21.388367729831142,0-2h,Very Low,0-5h,Mostly Traditional
139592,STEM,Senior,3.388,8.31,Direct_Answer_Generation,Advanced,4,True,15.15,6,Allowed_With_Citation,3,3.761,100.0,Medium,0.3730000000000002,Improved,23.46,0.35421994884910485,35.42199488491048,5-10h,Moderate,15-20h,Balanced
139593,Humanities,Sophomore,3.051,18.44,Debugging/Troubleshooting,Beginner,1,True,8.04,5,Allowed_With_Citation,4,3.182,83.57,High,0.13099999999999978,Improved,26.48,0.6963746223564955,69.63746223564955,15h+,Very High,5-10h,AI-Heavy
139594,Business,Junior,3.322,9.69,Direct_Answer_Generation,Intermediate,2,False,7.57,2,Actively_Encouraged,1,3.496,60.09,Medium,0.17399999999999993,Improved,17.259999999999998,0.5614136732329085,56.14136732329085,5-10h,Moderate,5-10h,AI-Heavy
139595,Medical,Junior,2.999,21.43,Debugging/Troubleshooting,Advanced,3,True,14.27,4,Actively_Encouraged,3,3.488,70.71,Medium,0.4889999999999999,Improved,35.7,0.6002801120448179,60.02801120448179,15h+,Very High,10-15h,AI-Heavy
139596,Business,Senior,3.26,11.08,Summarizing_Reading,Advanced,3,True,21.26,5,Allowed_With_Citation,4,3.891,83.6,Low,0.6310000000000002,Improved,32.34,0.34260977118119973,34.260977118119975,10-15h,Moderate,20h+,Balanced
139597,Medical,Sophomore,3.396,9.39,Summarizing_Reading,Beginner,1,False,9.81,4,Actively_Encouraged,7,3.392,85.49,Low,-0.0040000000000000036,Stable,19.200000000000003,0.48906249999999996,48.90624999999999,5-10h,Moderate,5-10h,Balanced
139598,Arts,Junior,3.257,9.28,Copywriting/Drafting,Advanced,5,False,13.78,5,Actively_Encouraged,6,3.63,100.0,High,0.3729999999999998,Improved,23.06,0.40242844752818735,40.24284475281873,5-10h,Moderate,10-15h,Balanced
139599,Business,Junior,3.181,19.81,Ideation,Beginner,1,False,6.82,5,Actively_Encouraged,6,3.328,57.53,High,0.1469999999999998,Improved,26.63,0.7438978595568907,74.38978595568906,15h+,Very High,5-10h,AI-Heavy
139600,Medical,Senior,1.499,3.45,Summarizing_Reading,Beginner,1,False,8.51,1,Allowed_With_Citation,4,1.565,69.59,Medium,0.06599999999999984,Improved,11.96,0.28846153846153844,28.846153846153843,2-5h,Low,5-10h,Balanced
139601,Humanities,Junior,3.195,12.53,Copywriting/Drafting,Intermediate,1,False,11.17,5,Allowed_With_Citation,6,3.339,75.07,Medium,0.14400000000000013,Improved,23.7,0.5286919831223629,52.869198312236286,10-15h,Moderate,10-15h,AI-Heavy
139602,Humanities,Sophomore,3.713,3.43,Copywriting/Drafting,Beginner,2,False,15.56,1,Actively_Encouraged,4,4.0,78.51,Low,0.2869999999999999,Improved,18.990000000000002,0.18062137967351236,18.062137967351237,2-5h,Low,15-20h,Mostly Traditional
139603,Arts,Junior,3.152,0.67,Debugging/Troubleshooting,Intermediate,3,False,7.84,2,Actively_Encouraged,1,3.017,66.33,Low,-0.13500000000000023,Declined,8.51,0.07873090481786135,7.873090481786135,0-2h,Very Low,5-10h,Mostly Traditional
139604,STEM,Freshman,2.502,24.67,Copywriting/Drafting,Intermediate,3,True,13.51,5,Allowed_With_Citation,7,2.914,78.46,High,0.41200000000000037,Improved,38.18,0.6461498166579361,64.61498166579361,15h+,Very High,10-15h,AI-Heavy
139605,Humanities,Junior,3.59,1.29,Copywriting/Drafting,Advanced,3,False,5.33,3,Actively_Encouraged,4,3.649,76.74,Low,0.05900000000000016,Improved,6.62,0.1948640483383686,19.48640483383686,0-2h,Very Low,5-10h,Mostly Traditional
139606,Business,Graduate,3.43,1.29,Ideation,Intermediate,2,False,11.63,2,Allowed_With_Citation,1,3.531,65.01,High,0.10099999999999998,Improved,12.920000000000002,0.09984520123839008,9.984520123839008,0-2h,Very Low,10-15h,Mostly Traditional
139607,Humanities,Junior,3.367,12.85,Copywriting/Drafting,Beginner,3,False,11.0,5,Allowed_With_Citation,7,3.576,54.81,Medium,0.20900000000000007,Improved,23.85,0.5387840670859538,53.878406708595385,10-15h,Moderate,10-15h,AI-Heavy
139608,Medical,Sophomore,2.585,9.29,Summarizing_Reading,Intermediate,3,False,12.04,3,Allowed_With_Citation,4,2.595,86.02,Medium,0.010000000000000231,Stable,21.33,0.4355368026254102,43.55368026254102,5-10h,Moderate,10-15h,Balanced
139609,Medical,Sophomore,3.12,7.35,Summarizing_Reading,Intermediate,4,True,13.96,4,Actively_Encouraged,4,3.211,68.65,Medium,0.09099999999999975,Improved,21.310000000000002,0.34490849366494597,34.490849366494594,5-10h,Moderate,10-15h,Balanced
139610,Business,Graduate,3.179,13.61,Summarizing_Reading,Advanced,3,True,12.86,4,Actively_Encouraged,2,3.584,67.2,Medium,0.40500000000000025,Improved,26.47,0.5141669814884775,51.41669814884775,10-15h,Moderate,10-15h,AI-Heavy
139611,Business,Senior,3.072,4.09,Direct_Answer_Generation,Intermediate,3,False,6.33,2,Actively_Encouraged,3,3.121,54.22,High,0.04899999999999993,Stable,10.42,0.3925143953934741,39.25143953934741,2-5h,Low,5-10h,Balanced
139612,Business,Senior,3.471,11.43,Ideation,Advanced,4,True,9.84,3,Actively_Encouraged,5,3.989,71.09,High,0.5179999999999998,Improved,21.27,0.5373765867418899,53.73765867418899,10-15h,Moderate,5-10h,AI-Heavy
139613,Humanities,Junior,3.472,2.07,Debugging/Troubleshooting,Advanced,4,False,12.79,2,Allowed_With_Citation,3,3.906,100.0,Low,0.43400000000000016,Improved,14.86,0.13930013458950202,13.930013458950203,2-5h,Low,10-15h,Mostly Traditional
139614,STEM,Sophomore,3.12,10.02,Debugging/Troubleshooting,Beginner,3,False,11.65,4,Actively_Encouraged,4,3.442,59.06,Low,0.32200000000000006,Improved,21.67,0.46239040147669586,46.239040147669584,10-15h,Moderate,10-15h,Balanced
139615,Business,Freshman,3.307,3.72,Debugging/Troubleshooting,Intermediate,3,False,15.56,1,Strict_Ban,3,3.371,73.98,Medium,0.06400000000000006,Improved,19.28,0.19294605809128632,19.294605809128633,2-5h,Low,15-20h,Mostly Traditional
139616,Business,Graduate,3.098,4.96,Summarizing_Reading,Advanced,4,False,20.89,2,Allowed_With_Citation,1,3.636,66.51,Low,0.5380000000000003,Improved,25.85,0.1918762088974855,19.18762088974855,2-5h,Low,20h+,Mostly Traditional
139617,STEM,Freshman,2.783,14.93,Ideation,Advanced,3,True,25.59,5,Allowed_With_Citation,5,3.162,78.55,Medium,0.379,Improved,40.519999999999996,0.36846001974333664,36.84600197433367,10-15h,Moderate,20h+,Balanced
139618,Arts,Sophomore,2.302,8.43,Ideation,Intermediate,3,False,4.13,3,Allowed_With_Citation,4,2.069,65.36,Medium,-0.2330000000000001,Declined,12.559999999999999,0.6711783439490446,67.11783439490446,5-10h,Moderate,0-5h,AI-Heavy
139619,Business,Senior,3.569,24.07,Copywriting/Drafting,Intermediate,3,True,20.95,4,Actively_Encouraged,8,3.904,87.6,High,0.33499999999999996,Improved,45.019999999999996,0.5346512661039539,53.46512661039539,15h+,Very High,20h+,AI-Heavy
139620,STEM,Sophomore,3.915,3.12,Debugging/Troubleshooting,Advanced,3,True,16.54,1,Allowed_With_Citation,3,4.0,99.15,Low,0.08499999999999996,Improved,19.66,0.15869786368260427,15.869786368260428,2-5h,Low,15-20h,Mostly Traditional
139621,Business,Junior,2.715,7.77,Ideation,Advanced,4,False,7.78,6,Actively_Encouraged,2,2.822,70.55,Low,0.1070000000000002,Improved,15.55,0.49967845659163984,49.967845659163984,5-10h,Moderate,5-10h,Balanced
139622,STEM,Senior,3.102,0.3,Ideation,Intermediate,3,False,14.19,1,Allowed_With_Citation,1,3.358,73.23,Low,0.2560000000000002,Improved,14.49,0.020703933747412008,2.070393374741201,0-2h,Very Low,10-15h,Mostly Traditional
139623,STEM,Junior,3.635,1.75,Debugging/Troubleshooting,Intermediate,4,False,10.81,1,Actively_Encouraged,5,3.807,80.58,Low,0.17200000000000015,Improved,12.56,0.1393312101910828,13.93312101910828,0-2h,Very Low,10-15h,Mostly Traditional
139624,Arts,Junior,2.312,20.84,Copywriting/Drafting,Advanced,4,True,9.43,6,Actively_Encouraged,6,2.48,62.1,High,0.16800000000000015,Improved,30.27,0.6884704327717212,68.84704327717212,15h+,Very High,5-10h,AI-Heavy
139625,Medical,Freshman,3.628,21.77,Summarizing_Reading,Beginner,1,True,12.22,4,Allowed_With_Citation,2,3.94,71.83,Medium,0.31199999999999983,Improved,33.99,0.6404824948514268,64.04824948514268,15h+,Very High,10-15h,AI-Heavy
139626,STEM,Junior,3.041,3.96,Debugging/Troubleshooting,Advanced,3,False,14.83,2,Allowed_With_Citation,5,3.628,83.67,Low,0.5870000000000002,Improved,18.79,0.21075039914848323,21.075039914848322,2-5h,Low,10-15h,Mostly Traditional
139627,Medical,Junior,2.222,9.76,Summarizing_Reading,Beginner,2,True,6.06,5,Actively_Encouraged,6,2.391,92.72,Low,0.16900000000000004,Improved,15.82,0.6169405815423514,61.694058154235144,5-10h,Moderate,5-10h,AI-Heavy
139628,STEM,Graduate,2.901,8.09,Debugging/Troubleshooting,Beginner,2,False,3.12,4,Strict_Ban,3,3.113,79.7,Medium,0.2120000000000002,Improved,11.21,0.7216770740410348,72.16770740410348,5-10h,Moderate,0-5h,AI-Heavy
139629,STEM,Junior,2.853,22.36,Ideation,Beginner,3,False,15.85,4,Actively_Encouraged,3,3.27,58.92,Medium,0.4169999999999998,Improved,38.21,0.5851871237895838,58.518712378958384,15h+,Very High,15-20h,AI-Heavy
139630,STEM,Junior,2.908,26.5,Ideation,Advanced,3,True,15.72,5,Actively_Encouraged,3,3.212,87.56,High,0.30400000000000027,Improved,42.22,0.6276646139270488,62.766461392704876,15h+,Very High,15-20h,AI-Heavy
139631,STEM,Senior,3.507,11.11,Direct_Answer_Generation,Beginner,3,True,3.7,4,Allowed_With_Citation,3,3.632,70.89,Low,0.125,Improved,14.809999999999999,0.75016880486158,75.016880486158,10-15h,Moderate,0-5h,AI-Heavy
139632,Humanities,Junior,2.953,5.41,Ideation,Beginner,2,False,22.49,1,Actively_Encouraged,1,3.495,65.77,Low,0.5420000000000003,Improved,27.9,0.19390681003584231,19.39068100358423,5-10h,Moderate,20h+,Mostly Traditional
139633,Medical,Sophomore,3.82,10.27,Copywriting/Drafting,Advanced,4,False,18.07,3,Allowed_With_Citation,1,4.0,82.26,Low,0.18000000000000016,Improved,28.34,0.3623853211009174,36.23853211009174,10-15h,Moderate,15-20h,Balanced
139634,STEM,Graduate,3.45,21.63,Debugging/Troubleshooting,Intermediate,2,False,15.58,5,Strict_Ban,10,3.78,84.99,High,0.3299999999999996,Improved,37.21,0.5812953507121741,58.12953507121741,15h+,Very High,15-20h,AI-Heavy
139635,Humanities,Graduate,3.798,13.22,Copywriting/Drafting,Intermediate,2,True,10.97,2,Allowed_With_Citation,3,4.0,91.27,Medium,0.20199999999999996,Improved,24.19,0.5465068210004134,54.65068210004134,10-15h,Moderate,10-15h,AI-Heavy
139636,Business,Graduate,3.386,25.51,Copywriting/Drafting,Intermediate,4,False,12.5,7,Actively_Encouraged,4,3.689,69.54,Medium,0.30299999999999994,Improved,38.010000000000005,0.6711391739016048,67.11391739016048,15h+,Very High,10-15h,AI-Heavy
139637,Humanities,Sophomore,3.042,0.36,Ideation,Beginner,1,False,10.36,1,Allowed_With_Citation,2,3.259,51.74,Low,0.21700000000000008,Improved,10.719999999999999,0.033582089552238806,3.3582089552238807,0-2h,Very Low,10-15h,Mostly Traditional
139638,Business,Sophomore,2.489,7.11,Ideation,Advanced,3,True,11.03,3,Actively_Encouraged,4,2.79,77.55,Medium,0.30100000000000016,Improved,18.14,0.39195148842337374,39.195148842337375,5-10h,Moderate,10-15h,Balanced
139639,Humanities,Graduate,2.381,30.0,Copywriting/Drafting,Intermediate,3,True,9.54,5,Actively_Encouraged,5,2.49,58.73,High,0.10900000000000043,Improved,39.54,0.7587253414264037,75.87253414264038,15h+,Very High,5-10h,AI-Heavy
139640,STEM,Freshman,3.354,14.68,Copywriting/Drafting,Intermediate,3,False,2.2,4,Strict_Ban,7,3.425,60.92,Medium,0.07099999999999973,Improved,16.88,0.8696682464454977,86.96682464454977,10-15h,Moderate,0-5h,AI-Heavy
139641,Business,Senior,3.352,8.53,Copywriting/Drafting,Advanced,4,True,7.87,1,Actively_Encouraged,3,3.584,84.84,High,0.2320000000000002,Improved,16.4,0.5201219512195122,52.01219512195122,5-10h,Moderate,5-10h,AI-Heavy
139642,STEM,Sophomore,3.458,10.49,Direct_Answer_Generation,Intermediate,2,True,14.5,3,Strict_Ban,3,3.355,80.32,High,-0.1030000000000002,Declined,24.990000000000002,0.4197679071628651,41.97679071628651,10-15h,Moderate,10-15h,Balanced
139643,STEM,Senior,2.734,27.88,Summarizing_Reading,Beginner,3,True,10.16,8,Actively_Encouraged,3,2.865,61.39,High,0.13100000000000023,Improved,38.04,0.732912723449001,73.29127234490011,15h+,Very High,10-15h,AI-Heavy
139644,Humanities,Senior,2.413,0.51,Copywriting/Drafting,Intermediate,3,False,10.07,2,Actively_Encouraged,3,2.749,59.83,Low,0.3360000000000003,Improved,10.58,0.048204158790170135,4.8204158790170135,0-2h,Very Low,10-15h,Mostly Traditional
139645,Humanities,Sophomore,3.051,5.64,Ideation,Intermediate,4,False,16.99,4,Strict_Ban,7,3.12,49.09,Low,0.06899999999999995,Improved,22.63,0.24922669023420238,24.922669023420237,5-10h,Moderate,15-20h,Mostly Traditional
139646,Business,Freshman,2.82,3.51,Direct_Answer_Generation,Advanced,4,False,11.01,4,Strict_Ban,5,2.907,100.0,Low,0.08700000000000019,Improved,14.52,0.24173553719008264,24.173553719008265,2-5h,Low,10-15h,Mostly Traditional
139647,Humanities,Senior,3.551,1.32,Copywriting/Drafting,Intermediate,3,True,15.64,5,Allowed_With_Citation,5,3.749,88.63,Low,0.19799999999999995,Improved,16.96,0.07783018867924528,7.783018867924528,0-2h,Very Low,15-20h,Mostly Traditional
139648,Business,Freshman,3.349,2.47,Debugging/Troubleshooting,Intermediate,5,False,1.74,3,Allowed_With_Citation,5,3.341,88.25,Medium,-0.008000000000000007,Stable,4.21,0.5866983372921616,58.66983372921616,2-5h,Low,0-5h,AI-Heavy
139649,Business,Freshman,3.066,4.69,Debugging/Troubleshooting,Advanced,3,False,7.36,4,Actively_Encouraged,1,3.234,100.0,Low,0.16800000000000015,Improved,12.05,0.3892116182572614,38.921161825726145,2-5h,Low,5-10h,Balanced
139650,Humanities,Graduate,3.805,12.21,Direct_Answer_Generation,Advanced,4,True,11.61,5,Allowed_With_Citation,5,4.0,94.98,High,0.19499999999999984,Improved,23.82,0.5125944584382872,51.25944584382872,10-15h,Moderate,10-15h,AI-Heavy
139651,Medical,Senior,3.002,14.2,Summarizing_Reading,Beginner,1,True,6.2,4,Strict_Ban,5,2.93,40.64,Medium,-0.07199999999999962,Declined,20.4,0.696078431372549,69.6078431372549,10-15h,Moderate,5-10h,AI-Heavy
139652,Medical,Junior,3.436,5.48,Copywriting/Drafting,Intermediate,2,False,8.13,2,Allowed_With_Citation,8,3.704,79.7,Medium,0.26800000000000024,Improved,13.610000000000001,0.4026451138868479,40.264511388684795,5-10h,Moderate,5-10h,Balanced
139653,Business,Senior,3.615,2.46,Summarizing_Reading,Intermediate,4,False,6.85,4,Strict_Ban,6,3.722,84.63,Medium,0.10699999999999976,Improved,9.309999999999999,0.2642320085929109,26.42320085929109,2-5h,Low,5-10h,Balanced
139654,STEM,Graduate,2.61,27.71,Debugging/Troubleshooting,Intermediate,2,False,9.35,6,Actively_Encouraged,4,2.955,55.03,High,0.3450000000000002,Improved,37.06,0.7477064220183486,74.77064220183486,15h+,Very High,5-10h,AI-Heavy
139655,Humanities,Freshman,3.611,5.47,Copywriting/Drafting,Advanced,3,False,4.71,3,Strict_Ban,4,3.7,71.13,Low,0.08899999999999997,Improved,10.18,0.537328094302554,53.7328094302554,5-10h,Moderate,0-5h,AI-Heavy
139656,STEM,Freshman,3.428,0.03,Ideation,Beginner,2,True,9.57,1,Actively_Encouraged,2,3.722,63.81,Medium,0.29400000000000004,Improved,9.6,0.003125,0.3125,0-2h,Very Low,5-10h,Mostly Traditional
139657,Humanities,Senior,2.691,7.04,Direct_Answer_Generation,Intermediate,3,True,14.32,4,Allowed_With_Citation,5,3.136,67.33,Medium,0.4450000000000003,Improved,21.36,0.32958801498127344,32.95880149812734,5-10h,Moderate,10-15h,Balanced
139658,STEM,Sophomore,3.544,0.14,Debugging/Troubleshooting,Advanced,5,False,18.21,1,Strict_Ban,6,3.879,87.67,Low,0.33499999999999996,Improved,18.35,0.007629427792915531,0.7629427792915531,0-2h,Very Low,15-20h,Mostly Traditional
139659,Business,Freshman,3.134,20.44,Summarizing_Reading,Advanced,3,True,9.72,7,Actively_Encouraged,6,3.153,72.96,Medium,0.019000000000000128,Stable,30.160000000000004,0.6777188328912467,67.77188328912467,15h+,Very High,5-10h,AI-Heavy
139660,STEM,Junior,2.215,39.48,Debugging/Troubleshooting,Beginner,3,True,5.24,7,Allowed_With_Citation,3,2.249,55.78,High,0.03400000000000025,Stable,44.72,0.8828264758497316,88.28264758497316,15h+,Very High,5-10h,AI-Heavy
139661,Medical,Senior,3.372,1.91,Summarizing_Reading,Intermediate,2,False,5.85,2,Strict_Ban,3,3.498,82.87,High,0.12600000000000033,Improved,7.76,0.2461340206185567,24.61340206185567,0-2h,Very Low,5-10h,Mostly Traditional
139662,STEM,Freshman,1.642,36.41,Debugging/Troubleshooting,Advanced,3,True,3.99,7,Allowed_With_Citation,6,1.808,68.74,High,0.16600000000000015,Improved,40.4,0.9012376237623761,90.12376237623762,15h+,Very High,0-5h,AI-Heavy
139663,Business,Junior,3.391,10.72,Ideation,Intermediate,3,False,8.77,5,Actively_Encouraged,5,3.93,85.97,Low,0.5390000000000001,Improved,19.490000000000002,0.5500256541816316,55.002565418163165,10-15h,Moderate,5-10h,AI-Heavy
139664,Medical,Junior,3.822,1.65,Summarizing_Reading,Intermediate,2,True,4.63,3,Strict_Ban,3,4.0,60.03,Low,0.17799999999999994,Improved,6.279999999999999,0.2627388535031847,26.273885350318473,0-2h,Very Low,0-5h,Balanced
139665,STEM,Freshman,3.175,4.47,Direct_Answer_Generation,Beginner,1,False,9.4,2,Allowed_With_Citation,4,3.219,68.25,Medium,0.04400000000000004,Stable,13.870000000000001,0.32227829848594086,32.227829848594084,2-5h,Low,5-10h,Balanced
139666,Medical,Junior,2.413,16.79,Summarizing_Reading,Beginner,2,True,2.21,6,Actively_Encouraged,3,2.754,80.45,High,0.3410000000000002,Improved,19.0,0.8836842105263157,88.36842105263158,15h+,Very High,0-5h,AI-Heavy
139667,Humanities,Graduate,3.294,22.95,Copywriting/Drafting,Intermediate,2,True,13.46,5,Allowed_With_Citation,5,3.586,81.81,High,0.2919999999999998,Improved,36.41,0.6303213402911289,63.03213402911288,15h+,Very High,10-15h,AI-Heavy
139668,Medical,Senior,3.518,4.05,Summarizing_Reading,Intermediate,1,True,17.98,3,Allowed_With_Citation,6,3.81,84.68,Low,0.29200000000000026,Improved,22.03,0.18384021788470267,18.384021788470267,2-5h,Low,15-20h,Mostly Traditional
139669,Medical,Junior,3.399,0.12,Ideation,Advanced,3,False,12.89,1,Strict_Ban,4,3.621,81.37,Medium,0.22199999999999998,Improved,13.01,0.009223674096848577,0.9223674096848578,0-2h,Very Low,10-15h,Mostly Traditional
139670,STEM,Freshman,3.125,8.04,Debugging/Troubleshooting,Beginner,2,False,24.9,5,Strict_Ban,6,3.301,55.77,Low,0.17600000000000016,Improved,32.94,0.24408014571948997,24.408014571948996,5-10h,Moderate,20h+,Mostly Traditional
139671,Arts,Freshman,3.916,7.28,Copywriting/Drafting,Beginner,1,True,8.6,2,Allowed_With_Citation,5,3.661,76.17,Medium,-0.2549999999999999,Declined,15.879999999999999,0.4584382871536524,45.84382871536524,5-10h,Moderate,5-10h,Balanced
139672,STEM,Freshman,3.534,3.86,Debugging/Troubleshooting,Intermediate,4,True,10.15,5,Allowed_With_Citation,1,3.798,83.12,Low,0.26400000000000023,Improved,14.01,0.2755174875089222,27.55174875089222,2-5h,Low,10-15h,Balanced
139673,STEM,Senior,3.811,4.63,Debugging/Troubleshooting,Intermediate,3,False,9.08,2,Strict_Ban,4,4.0,59.6,High,0.18900000000000006,Improved,13.71,0.33770970094821295,33.770970094821294,2-5h,Low,5-10h,Balanced
139674,STEM,Senior,1.935,7.81,Debugging/Troubleshooting,Beginner,1,False,11.09,3,Allowed_With_Citation,2,2.213,55.63,Low,0.278,Improved,18.9,0.4132275132275132,41.32275132275132,5-10h,Moderate,10-15h,Balanced
139675,STEM,Senior,2.904,3.99,Copywriting/Drafting,Beginner,2,False,13.97,2,Strict_Ban,2,2.903,90.05,High,-0.0009999999999998899,Stable,17.96,0.22216035634743875,22.216035634743875,2-5h,Low,10-15h,Mostly Traditional
